Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
etnies-marana-crank-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000494-595-S-001.png?v=1612467146,2,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-crank,Marana Crank,"DESCRIPCIÓN<br data-mce-fragment=""1"">Marana CRANK es una extensión de la familia Marana más vendida que encarna la definición de progresión y durabilidad definitorias. Desarrollado pensando en el ciclismo de montaña, este estilo está construido con nuestro vástago más rígido al tiempo que ofrece una sensación de pedal impecable. El Marana CRANK está probado y probado para la conducción multidisciplinar. Toda la parte superior está tratada con Scotchguard ™ y el forro está hecho con Thinsulate ™ de secado rápido que mantiene los pies secos a través de cualquier elemento.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000494/022<br data-mce-fragment=""1"">Color: gris oscuro / negro<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro Foam 1<br data-mce-fragment=""1"">Entresuela de espuma STI Evolution®<br data-mce-fragment=""1"">Suela exterior duradera fabricada con un compuesto de caucho Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura del neumático Michelin<br data-mce-fragment=""1"">Vástago reforzado en la entresuela para mayor rigidez<br data-mce-fragment=""1"">Puntera de goma inyectada fundida<br data-mce-fragment=""1"">3M ™ Thinsulate ™ y Scotchgard ™<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"8, etnies footwear",true,Talla,8,Color,dark grey black,,,ET18,1500.0,shopify,1,deny,manual,369000.00,420000.00,true,true,889262960266,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACRANKBLACKGREYBLACK................................................................................................png?v=1612466915,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACRANKBLACKGREYBLACK................................................................................................png?v=1612466915,kg,,,active
etnies-marana-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000494-022-A-001.png?v=1612466915,2,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000494-022-BO-001.png?v=1612466915,3,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000494-022-S-001.png?v=1612466915,4,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000494-022-TO-001.png?v=1612466915,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,Veer Trevor Mcclung,"VISIÓN GENERAL<br data-mce-fragment=""1"">Ampliando su asociación con Michelin, Etnies presenta las zapatillas de skate Veer. Estos zapatos cuentan con una versión más delgada de la suela Michelin con ranuras flexibles para una mejor sensación de la tabla y una entresuela de EVA completa para soporte de impacto. El acolchado en la lengua y el cuello mantiene tus pies protegidos, y la plantilla Foam Lite 1 los mantiene felices.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">CARACTERÍSTICAS<br data-mce-fragment=""1"">Único<br data-mce-fragment=""1"">Suela de copa<br data-mce-fragment=""1"">Materiales superiores primarios<br data-mce-fragment=""1"">Ante<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">Detalles<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA de longitud completa<br data-mce-fragment=""1"">Tecnología de suela Michelin<br data-mce-fragment=""1"">Lengüeta y cuello finamente acolchados<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<br data-mce-fragment=""1"">ÚNICO<br data-mce-fragment=""1"">Suela de copa: duradera y que absorbe los golpes para brindar la mejor protección contra impactos contra aterrizajes duros. Las suelas de copa generalmente duran más que una suela vulcanizada, pero no brindan tanta flexibilidad y no se sienten en la tabla de inmediato.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES<br data-mce-fragment=""1"">Plantilla Foam Lite 1: las plantillas Foam Lite 1 están formuladas con Ortholite y brindan la máxima comodidad duradera para sus pies. Las plantillas también absorben la humedad para mantener los pies secos y contienen un biocida para combatir el mal olor.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Entresuela de EVA de longitud completa: proporciona amortiguación y protección contra impactos en todo el pie.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Tecnología de suela Michelin: utilizando una fórmula personalizada del fabricante de neumáticos Michelin, esta suela dura tres veces más que una suela estándar sin sacrificar el agarre o la sensación de la tabla.<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"8, etnies footwear",true,Talla,8,Color,white black gum,,,et17,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262902723,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/VVVVV.png?v=1613165064,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/VVVVV.png?v=1613165064,kg,,,active
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-1-1000x1000.jpg?v=1613165064,2,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-2-1000x1001.jpg?v=1613165064,3,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-3-1000x1000.jpg?v=1613165064,4,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-4-1000x1000.jpg?v=1613165064,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-5-1000x1000.jpg?v=1613165064,6,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-6-1000x1000.jpg?v=1613165064,7,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-trevor-mcclung,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/Etnies-Veer-Skate-Shoes-White-Black-Gu-7-1000x1000.jpg?v=1613165064,8,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank-1,Camber crank,"DESCRIPCIÓN<br data-mce-fragment=""1"">La colección de bielas etnies encarna todo sobre dos ruedas. La biela Camber está diseñada alrededor de una banda de rodadura Michelin 3 veces más duradera y con un patrón de agarre en la puntera y el talón. Si desea un mayor agarre en sus pedales y una suela duradera y rígida, el Camber Crank es la respuesta para que usted sea dueño de la colina.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000536/366<br data-mce-fragment=""1"">Color: gris / goma / rojo<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela STI Evolution Foam<br data-mce-fragment=""1"">Patrón de banda de rodadura Michelin con agarre diseñado para pedales planos<br data-mce-fragment=""1"">Pisada holgada en la puntera y el talón<br data-mce-fragment=""1"">Última tabla rígida<br data-mce-fragment=""1"">Parte superior de nubuck PU resistente a la abrasión<br data-mce-fragment=""1"">Estampado de goma en el patrón del talón<br data-mce-fragment=""1"">Bolsillo en la parte superior de la lengüeta para pliegues de encaje<br data-mce-fragment=""1"">Refuerzos de lengua<br data-mce-fragment=""1"">Acción Nubuck / Sintético<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7.5, 9.5, etnies footwear",true,Talla,8,Color,grey gum red,,,et16,1500.0,shopify,1,deny,manual,359000.00,390000.00,true,true,889262969597,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESCAMBERCRANKGREYGUMRE......................................................................................................png?v=1613165258,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESCAMBERCRANKGREYGUMRE......................................................................................................png?v=1613165258,kg,,,active
etnies-camber-crank-1,,,,,,,,9.5,,grey gum red,,,et16,1500.0,shopify,1,deny,manual,359000.00,390000.00,true,true,889262969658,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-366-A-001.png?v=1613165258,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESCAMBERCRANKGREYGUMRE......................................................................................................png?v=1613165258,kg,,,
etnies-camber-crank-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-366-BO-001.png?v=1613165258,3,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-366-S-001.png?v=1613165258,4,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-366-TO-001.png?v=1613165258,5,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank,Camber Crank,"DESCRIPCIÓN<br data-mce-fragment=""1"">La colección de bielas etnies encarna todo sobre dos ruedas. La biela Camber está diseñada alrededor de una banda de rodadura Michelin 3 veces más duradera y con un patrón de agarre en la puntera y el talón. Si desea un mayor agarre en sus pedales y una suela duradera y rígida, el Camber Crank es la respuesta para que usted sea dueño de la colina.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000536/041<br data-mce-fragment=""1"">Color: pizarra<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela STI Evolution Foam<br data-mce-fragment=""1"">Patrón de banda de rodadura Michelin con agarre diseñado para pedales planos<br data-mce-fragment=""1"">Pisada holgada en la puntera y el talón<br data-mce-fragment=""1"">Última tabla rígida<br data-mce-fragment=""1"">Parte superior de nubuck PU resistente a la abrasión<br data-mce-fragment=""1"">Estampado de goma en el patrón del talón<br data-mce-fragment=""1"">Bolsillo en la parte superior de la lengüeta para pliegues de encaje<br data-mce-fragment=""1"">Refuerzos de lengua<br data-mce-fragment=""1"">Acción Nubuck / PU Nubuck<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7, etnies footwear",true,Talla,7,Color,slate,,,ET15,1500.0,shopify,1,deny,manual,359000.00,390000.00,true,true,194691031167,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESCAMBERCRANKSLATEX...................................................................................................................................................png?v=1612465369,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESCAMBERCRANKSLATEX...................................................................................................................................................png?v=1612465369,kg,,,active
etnies-camber-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-041-A-001.png?v=1612465369,2,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-041-BO-001.png?v=1612465369,3,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-041-S-001.png?v=1612465369,4,,,,,,,,,,,,,,,,,,,,,,
etnies-camber-crank,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000536-041-TO-001.png?v=1612465369,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-5,Veer,"silueta de corte bajo<br data-mce-fragment=""1"">Colección Michelin<br data-mce-fragment=""1"">Suela de goma Michelin de alto rendimiento con banda de rodadura multidireccional y una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">plantilla de espuma Lite 1 extraíble y moldeada<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">lengüeta y cuello de malla acolchados<br data-mce-fragment=""1"">puntera con doble costura<br data-mce-fragment=""1"">zona del talón reforzada<br data-mce-fragment=""1"">pared lateral interior perforada<br data-mce-fragment=""1"">material:<br data-mce-fragment=""1"">superior: ante, cuero<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"8, etnies footwear",true,Talla,8,Color,red white gum,,,et14,1500.0,shopify,2,deny,manual,269000.00,,true,true,889262902761,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/138843-1-Etnies-Veer.jpg?v=1613164899,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESVEERREDWHITEGUM.................................................................................................................................png?v=1613164919,kg,,,active
etnies-veer-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/138843-2-Etnies-Veer.jpg?v=1613164899,2,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/001096433_6_804x.progressive_8cddb1cc-42ce-454e-a6c2-6538e118318f.jpg?v=1613164899,3,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/1137965-etnies-veer-shoes-red-white-gum-w1920w.jpg?v=1613164899,4,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etnies-alle-schuhe-veer-x-michelin-competition-red-white-gum-closeup1-0604792_600x600_37113e71-719a-47a8-af76-eae86e065170.jpg?v=1613164899,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESSHOESVEERREDWHITEGUM.................................................................................................................................png?v=1613164919,6,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-4,Veer,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Veer fue construido con una suela creada con goma Michelin Performance y una entresuela de EVA para mayor durabilidad y agarre. La silueta delgada y aerodinámica combinada con la lengüeta y el forro del cuello acolchados finamente crean un ajuste perfecto y seguro. Cómodo, flexible y duradero, el Veer tiene algo que ofrecer a cualquier tipo de patinador.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000516/566<br data-mce-fragment=""1"">Color: negro / gris oscuro / goma<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Suela fabricada con un compuesto de goma Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura multidireccional con una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">Silueta estilizada y estilizada<br data-mce-fragment=""1"">Forro de cuello y lengüeta finamente acolchado<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<br data-mce-fragment=""1"">Ante / Sintético<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"8, 9, etnies footwear",true,Talla,8,Color,black dark grey gum,,,et13,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262963090,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/VERFFGGFGGGF.png?v=1613165703,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/VERFFGGFGGGF.png?v=1613165703,kg,,,active
etnies-veer-4,,,,,,,,9,,black dark grey gum,,,et13,1500.0,shopify,3,deny,manual,269000.00,,true,true,889262963175,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-566-A-001.png?v=1613165703,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/VERFFGGFGGGF.png?v=1613165703,kg,,,
etnies-veer-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-566-BO-001.png?v=1613165703,3,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-566-S-001.png?v=1613165703,4,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-566-TO-001.png?v=1613165703,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-3,Veer sheckler,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Veer fue construido con una suela creada con goma Michelin Performance y una entresuela de EVA para mayor durabilidad y agarre. La silueta delgada y aerodinámica combinada con la lengüeta y el forro del cuello acolchados finamente crean un ajuste perfecto y seguro. Cómodo, flexible y duradero, el Veer tiene algo que ofrecer a cualquier tipo de patinador.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000516/401<br data-mce-fragment=""1"">Color: azul marino<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Suela fabricada con un compuesto de goma Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura multidireccional con una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">Silueta estilizada y estilizada<br data-mce-fragment=""1"">Forro de cuello y lengüeta finamente acolchado<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<br data-mce-fragment=""1"">Ante / Sintético<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"10, 11, 9, 9.5, etnies footwear",true,Talla,9,Color,navy,,,et12,1500.0,shopify,4,deny,manual,279000.00,,true,true,889262963168,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etniesveernavy_sheckler.png?v=1612980450,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etniesveernavy_sheckler.png?v=1612980450,kg,,,active
etnies-veer-3,,,,,,,,9.5,,navy,,,et12,1500.0,shopify,1,deny,manual,279000.00,,true,true,889262963205,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-401-A-001.png?v=1612980450,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etniesveernavy_sheckler.png?v=1612980450,kg,,,
etnies-veer-3,,,,,,,,10,,navy,,,et12,1500.0,shopify,1,deny,manual,279000.00,,true,true,889262962444,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-401-BO-001.png?v=1612980450,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etniesveernavy_sheckler.png?v=1612980450,kg,,,
etnies-veer-3,,,,,,,,11,,navy,,,et12,1500.0,shopify,1,deny,manual,279000.00,,true,true,889262962529,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-401-S-001.png?v=1612980450,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etniesveernavy_sheckler.png?v=1612980450,kg,,,
etnies-veer-3,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-401-TO-001.png?v=1612980450,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-2,Veer,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Veer fue construido con una suela creada con goma Michelin Performance y una entresuela de EVA para mayor durabilidad y agarre. La silueta delgada y aerodinámica combinada con la lengüeta y el forro del cuello acolchados finamente crean un ajuste perfecto y seguro. Cómodo, flexible y duradero, el Veer tiene algo que ofrecer a cualquier tipo de patinador.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000516/700<br data-mce-fragment=""1"">Color amarillo<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Suela fabricada con un compuesto de goma Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura multidireccional con una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">Silueta estilizada y estilizada<br data-mce-fragment=""1"">Forro de cuello y lengüeta finamente acolchado<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<br data-mce-fragment=""1"">Ante / Sintético<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7.5, etnies footwear",true,Talla,7.5,Color,yellow,,,et11,1500.0,shopify,1,deny,manual,269000.00,,true,true,194691027726,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/michelin-yellow.png?v=1613164791,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/michelin-yellow.png?v=1613164791,kg,,,active
etnies-veer-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-700-A-001.png?v=1613164791,2,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-700-BO-001.png?v=1613164791,3,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-700-S-001.png?v=1613164791,4,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-700-TO-001.png?v=1613164791,5,,,,,,,,,,,,,,,,,,,,,,
